,count,hate_speech,offensive_language,neither,label,tweet
39,3,0,3,0,0, like snoop said in 94 we dont love these hoes 
40,3,0,1,2,0, momma said no pussy cats inside my doghouse 
41,3,0,3,0,0, most hated but the hoes favorite  2mw sevenone  
42,3,0,3,0,0, nice girls bad make me get naughty bad yello hoe real nice body down south chick like em real thick 
43,3,0,3,0,0, pimps up pimps up hoes down  future voice
44,3,0,3,0,0, post a picture of that pussy get 200 likes 
45,3,0,3,0,0, pussy is a powerful drug  128517 happyhumpday 
46,3,0,3,0,0, quick piece of pussy call it a drive by 
47,3,0,3,0,0, running round here like some brand new pussy thats bout to get fucked 
48,3,0,3,0,0, these bitches even worst theyll send them guys for you 
49,3,1,2,0,0, these hoes like niggas that spend money not talk bout it 
50,3,1,2,0,0, we dont trust these niggas all these bitches 
51,3,0,3,0,0, yall niggas b cuffing hoes cause yall aint never have bitches 
52,3,0,3,0,0, you dodge a bullet  128517 8220 all da bitches i cut off pregnant or bound to be thank god 1285918221
53,3,0,3,0,0, young pill chamberlain these bitches love my music 
54,3,0,2,1,0,128514128514128514128514128514128514128514128514128514128514128514 teanna trump probably cleaner than most of these twitter hoes but
55,3,0,3,0,0,128514128514128514128514128514128514128514128514128514128514 gay niggas couldnt wait to act like bitches tonight
56,3,0,3,0,0,128514128514128514paradox and ima steal his cat n replace it with a pitbull 128514128514128514128514 rt  paradox he a bitch you should do it
57,3,0,3,0,0,amp hes gone always be a hoe
58,3,0,3,0,0,son of a bitch took my tic tacsi like this movie
59,3,0,3,0,0,all i wanna do is get money and fuck model bitches  russell simmons
60,3,0,2,1,0, i probably wouldn8217t mind school as much if we didn8217t have to deal with bitch ass teachers retweet
61,3,0,3,0,0, im a fucking fag they said
62,3,0,3,0,0, females think dating a pussy is cute now  how does doing this stuff make him a pussy
63,3,0,0,3,0, simplyaddictedtoguys  woof woof hot scally lad
64,3,0,3,0,0, have ya ever asked your bitch for other bitches  kanye voice yes
65,3,0,3,0,0, how u gone bring ur side bitch to a game where you know ya gf friends at  128553128553128553128553 i swear
66,3,0,1,2,0,  woof woof and hot soles
67,3,0,1,2,0, lemmie eat a oreo amp do these dishes one oreo lol
68,3,0,3,0,0,   bitch fuck u  maybe youll get better just 
69,3,1,2,0,0, fuck red malone man bitch ass niggah could you please use complete sentences
70,3,0,0,3,0, why the eggplant emoji doey he say she looked like scream lmao
71,3,0,3,0,0, hennessey venom gt 128584  thats one sexy bitch
72,3,0,3,0,0, him seh me pussy wetter then a shower curtainahmesehwetnessltlmao
73,3,0,3,0,0,hen314 eaglesnation and every eagles need to see that pic i just posted because that bitch just said the most racist shit
74,3,1,2,0,0, yo fuck skateboarding all yall some wood pushing faggots man ball is life 
75,3,0,1,2,0, baby monkey bathtime awwwwe this is soooo adorable
76,3,0,3,0,0, 128514128514128514128514 i aint shit  damn skippy lol
77,3,1,2,0,0, u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussyno bs must b gt30chance
78,3,0,3,0,0, kudabrazyy  0 rings 0 mvps 0 bitches lol
79,3,1,2,0,0, ppl talk bad about the ghettohood  but as a kid growing up a nigga had funnnnnnn 
80,9,0,7,2,0, the facts on tattoostattoo  hes a pussy with not tattooing them nipples
81,3,0,3,0,0, 128175128175128175 rt ayden bitches be wanting to act like niggas so bad 128553128553128553 that shit aint cuteeeee but niggas act like bitches
82,3,0,3,0,0, get worshiping bitch  woof woof
83,3,1,2,0,0, wow rt  im lost are those buttcheek piercings  yeah shes a hoe
84,3,0,3,0,0, ok sis shed rather be a broke bitch shrugs shell have to tell me how it works for her
85,3,2,1,0,1,   queer gaywad
86,3,0,3,0,0,  faggot read my tweets after dat k it wasnt even funny lol
87,3,0,3,0,0, this bitch was so ungrateful  fr  lulwhore
88,3,0,3,0,0, i been kidnapped yo bitch
89,3,3,0,0,1,baby24 thunduh alsarabsss hes a beaner smh you can tell hes a mexican
90,3,1,2,0,0,  happy birthday nigs thanks yo
91,6,1,5,0,0, when ur teacher tells u that u have homework  this bitch need to go
92,3,1,2,0,0,   that nigga was eating that hoe lol hell yea lol john paul nigga said john paul 
93,3,0,3,0,0, what would yall lil ugly bald headed bitches do if they stop making makeup amp weave
94,3,1,2,0,0, leafs better win this damn game so i can go riot and shit earlychristmas you better start looting my nig
95,3,0,3,0,0, going back to school sucks more dick than the hoes who attend it
96,3,0,3,0,0, on my way to fuck yo bitch  me as a 9 year old
97,3,0,3,0,0, thunduh how come you never bring me food i dont have a car retard
98,3,0,3,0,0, if richnow doesnt show up with hella tinder hoes im not his friend anymore chill i brought like like 8 prople
99,3,1,2,0,0, how bout them cowboys shutup pussy
100,3,0,3,0,0, lmaooooooooooo this nigga nuhcare  ltbitch want likes for some depressing shitfoh
101,3,0,3,0,0,cee aerii girl you know i was spitting that g shit to you amp you was going lbvsbitch plz
102,3,0,3,0,0,cee let me make a couple tweets off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
103,3,0,2,1,0, harlem shake is just an excuse to go full retard for 30 seconds
104,3,0,3,0,0, amen miley 128591  but she dont need to act like a hoe just bc shes emotionally damaged foh
105,3,0,3,0,0, having one loyal female is wayyyyy better than having hoes  idc 128175
106,3,0,3,0,0, pussy licking pussy meow meow stopwhitepeople2014 128049 128533
107,3,0,3,0,0,holloway check out our 12th man cowboysnation even with all those faggot ny fans in the stands
108,3,0,3,0,0, what happen to them vixen ent bitches they got ran and threw to the side like a foothill bitch
109,3,0,3,0,0, thunduh im the bitch okay nudes pat 128554128527128056 wow
110,3,3,0,0,1,  youre fucking gay blacklisted hoe holding out for tehgodclan anyway 
111,3,0,3,0,0, the fuck be wrong with these bitches nobody knows
112,3,0,3,0,0, yall shut upp make me bitch
113,3,1,2,0,0, i hate a im pregnant type of bitch
114,3,0,3,0,0,q got bitches in the dm but i dont ever readem which is y your top 3
115,3,0,0,3,0, baseball season for the win yankees this is where the love started
116,3,0,3,0,0, little stupid as bitch i dont fuck with yoooooouuuu
117,3,0,3,0,0, she really asked me that dead ass serious tho all i could say was bitch wheet lol
118,3,0,0,3,0, im an early bird and im a night owl so im wise and have worms
119,3,0,1,2,0, overdosing on heavy drugs doesnt sound bad tonight i do that pussy shit every day
120,3,0,0,3,0,grillo1 pit bulls photographed as lovely fairy tale creatures they are fairy tale creatures
121,3,0,3,0,0,ghost bravo aw fag dont tweet aw to me lol
122,3,0,0,3,0, as long as the lakers trash from now on i could careless and thats real cc  hahaha
123,3,0,3,0,0,  i didnt say anything tho kiss me then faggot
124,3,0,0,3,0, this the i play soccer cheat on girls and wear khaki coloured cargos haircut  128514 yup
125,3,0,3,0,0, i could go for a fat ass bitch on my lap same
126,3,0,3,0,0, 17 missed calls 128544128545das yo po bitch twitter finna be screamn freemoneymelle
127,6,0,6,0,0,al ya side bitch gotta know its rules to this shitanybody ask you my cousin from jersey thinkin bout moving lmmfao 128514128514128514128514
128,3,0,3,0,0, 8220 3  amo los pies  fuck yeah
129,3,0,3,0,0, these hoes be thinking meat wont slap they ass 128564128075 ainna bruh
130,3,0,3,0,0, yall bitches wit no edges be doing the most talking 1285531285649995128514128514128514
131,3,0,3,0,0, yall still going trick or treating this year or nahhell yeah ima be da sweet tooth bandit steal bitches bags n shit
132,3,0,3,0,0, i wanna have sex with my mom fuck her right in that pussy where i came from damn you got hacked like fuck
133,6,0,6,0,0,jones94 if she kiss u with her eyes open watch that bitchlmfao
134,3,0,3,0,0, you a woulda coulda shoulda ass hoe 128563128586
135,3,0,3,0,0,ltf happy bday bitch ass nigga preciate that bitch roll up
136,3,0,3,0,0,   used to send that bitch up
137,6,0,6,0,0, ugly bitches be like im my own wcw duh bitch you aint nobody elses128514128514
138,3,1,2,0,0, bravo nigga you know we hacky sack hoes nah i throw no look passes lmao
139,3,1,2,0,0, glad im getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em
140,3,0,1,2,0, this isnt ghettoits smart  im doing this idc
141,3,0,2,1,0, i would wife a hoe only cuz we wouldnt care that we cheating in each other why force the relationship in the first place
142,3,0,3,0,0, being single isnt an excuse to be a hoe luu
143,3,1,2,0,0, white boy power bitch black power bitch
144,3,0,3,0,0,11 lets get drunk get blowed spit shit spark blunts amp fuck hoes bro white dudes have no chill
145,3,0,3,0,0, abrupt bitch where u been around the world and back where you been
146,3,0,3,0,0,  if i dont get my dick sucked at yo party by a bad bitch im fr gone set it off 128514128514128514128514 by  
147,3,0,2,1,0, oomf is soooo cute but he probably has hoes on him a lot
148,3,0,3,0,0, in every cartoon theirs alway a nuffsaid15 saving these hoes lmao  lmao damn captain saveahoe
149,3,0,1,2,0, who wants to get there nose in these bad bois then scally chav sockfetish stinking  hot sox and legs
150,3,0,3,0,0, i wish i was a bitch like my brother keezy 128530 ooooow i bet you do
151,6,0,6,0,0, if you dressed up as a cat for halloween you are basic or a pussy
152,4,0,4,0,0, can pornhub just get a gaming stream feature so these dumb bitches can gtfo  get on it katielt3
153,3,0,3,0,0, stop being scared to choke her during sex u bitch ass niggas she8217ll like it says the guy who hits women out of bed foh
154,3,0,3,0,0, thunduh ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig
155,6,0,6,0,0,  oh man its 5 am you off a molly ho where the fuck ya seed at fixed
156,3,0,3,0,0, youre not a man if you refer to every girl as a bitch
157,3,0,3,0,0, lmfao this cat started beating the shit out of me my nigga finally got some pussy my nigga
158,3,0,1,2,0, peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
159,3,0,2,1,0,  io io alu record ho vine sai pe hahahaha lol anywaaaaaays haha
160,3,0,3,0,0,  naw its my old tape new cover  my upcoming mixtape is kingofthehill yeah im waiting on that hoe mayne
161,3,0,3,0,0, ol dirty foot ass bitches this was too funny to me
162,3,0,3,0,0,shawn6 thunduh thats where i get my yellow flags for being amazing 128079128524 hell yeah niggy
163,3,0,3,0,0, dont got time for bitches to be actin iffy
164,3,0,0,3,0, ucfpinkparty come on stay alive knights nation this is still the early bird special comeatmeut
165,3,0,2,1,0, these hoes aint loyal  no they aint smfh amp wonder why nobody decent wants them
166,3,0,3,0,0, bruh you studs keep thinking im soft as hell ask ya girl how many times she screamed she was my bitch oh okay stfu bye hoe
167,3,0,3,0,0, dry pussy bitches always blame it on the condom128514128079128514128079128514
168,3,0,3,0,0, shut yo bitch ass up  128557128514
169,3,0,3,0,0, gucci mane in jail and dropping mixtapes every month and you hoes cant even text back
170,3,0,3,0,0, you love these hoes more then money wats wrong these niggas
171,6,0,6,0,0, a loyal bitch from the burbs without daddy issues is like finding a holographic mewtwo sounding like me over there lol
172,3,0,3,0,0, easy cum easy hoe thats a fact 
173,3,0,3,0,0, charlie sheen is too real  major fucking respect for charlie sheen
174,3,0,3,0,0, wish i had a bae 128533you got all the hoes tho
175,3,0,3,0,0,mike12 fuck twerking bitch can you cook 
176,3,0,3,0,0,  bitch wtf 
177,3,1,2,0,0,thegreat 8220 thegreat shut up zoe fight me pussy8221 for zoe im good man you are good maam move along now
178,3,0,3,0,0, lmao fucking snake bitches  em
179,3,0,3,0,0,aizah big booty hoes everywhere sheesh 128525 damn 127807128064127807
180,3,0,0,3,0, stay tuned to  for an update on the report that  1b  will be out 810 weeks  bum
181,3,0,0,3,0,rad 8220 i play soccer cheat on girls and wear khaki coloured cargos haircut  yes lmfao04
182,3,0,3,0,0, oregon chokes every year get off the field trash ass program rft
183,3,0,3,0,0, def not cowboy lol rt  terrell owens was the best eagle amp cowboy ever dude cried like a bitch on tv over romo
184,3,3,0,0,1, lmfaoooo i hate black people  this is why theres black people and niggers
185,3,0,3,0,0,   how could u do this to me bitch potent
186,3,0,1,2,0,  a pissed lad past out i would lick his dirty soles while he slept
187,3,0,1,2,0,  love frat boy w soft long soles
188,3,0,1,2,0,  sexy lad with hot soles and arches
189,3,0,3,0,0, thunduh nah fam i gotta cheat with the hoes depends on the female i feel
190,3,0,0,3,0,nojas vontethekidd 128079128079128079128079128588 i got hicks lol
191,3,1,2,0,0, this new twitter is confusing the shit out of me go back to south america bitch
192,3,0,3,0,0,x3 toto means ass or vaginai think pussy cause toto santi is like nasty pussy
193,3,0,3,0,0, but what if he actually does choose the ugly bitch over you 58381her ass must be fat
194,3,0,3,0,0, bitch couldnt kill my vibe if ya tried 127752127752127752 dis why i love miley 
195,3,0,3,0,0, im tired of bitches saying i look mean 128530 nigga you big af wear tight shirts and grim everybody
196,6,0,0,6,0, 10 birds your grandkids may never see thanks to climate change   climate
197,3,0,3,0,0, stay beautiful you bitch
198,3,0,3,0,0, wutkindar purple ceeeleeeman this gurl was jus playin on the stupid hoe  track but in still shitted on sum gurls
199,3,0,3,0,0, money getting taller and bitches getting blurry
200,3,1,2,0,0, i aint never seen a bitch so obsessed with they nigga128514 im obsessed with mine 128529
201,3,0,2,1,0,ted33 kobe stay talking trash but lets not forget  austin12 i meant to do this one smh
202,3,2,1,0,1, at least im not a nigger lmfao
203,3,0,3,0,0,fakingg people always asking me what im mixed with she a bad asian bitch lol
204,3,2,1,0,1, whiteponyjr ariza is a snake and a coward but at least he isnt a cripple like your hero roach lmaoo
205,3,0,1,2,0,itaintso 8220 fosters home for imaginary trash8221 whoa chillthat show was everything tf
206,6,0,5,1,0, i am lowkey tired if you tired be quiet and go to sleep hoe
207,3,0,3,0,0, 8220 stop bringing weird niggers into my mentions 8221 
208,3,0,3,0,0,brat we dont love these hoes 128080128581
209,3,0,3,0,0, if yo girl cant have homeboys you a ol weak bitch ass nigga
210,3,0,3,0,0, palomino52 i think worst advice i gave you was  dont be a pussy and speed up lol
211,3,0,3,0,0, quote this tweet with your favorite animalpussy
212,3,0,3,0,0,success i hate when strippers tell you theyre dancers hoe ballet dancers dont pop their pussy to beethoven you a stripper
213,3,0,3,0,0, andrewbryant poff has double vision after 2 beerspoff  double pussy 128526 smh
214,3,0,3,0,0, when bitches twerk on the computerme in ya 128089 in ya damn 128089825265039
215,3,0,3,0,0, 8220 8220  prince this is art  nobody takin his bitch
216,3,0,1,2,0, 61 of welfaregovernment aid is claimed by white people so yall black slander is trash now
217,3,0,3,0,0, these bitches dont care they just play that role
218,6,0,6,0,0,kaaat it took a while for you to find me but i was hiding in the lime tree dis bitch in da wrong tree bro
219,6,3,2,1,1, drakes new shoes that will be released by nikejordan yes theres glitter on the shoes  dudes a fag
220,3,0,1,2,0,  inna di ghetto you alone lmaoo
221,3,0,1,2,0, 8220   hoes austin8221 teach us austini teach u how to get curved thats all i know
222,3,1,2,0,0, bitches cant cook but know how to suck dick  so to the ones that can do both
223,3,0,3,0,0, fat hoes get chose lol
224,3,0,3,0,0, hoesaintloyal well theyre hoesno one expects them to be loyal
225,3,0,3,0,0, scrooge nevertrustt ol bitch ass 
226,3,1,2,0,0, bruh im tired of niggas retweetin miley cyrus naked that bitch aint no types of bad lmaooo
227,3,0,3,0,0, just because tony romo at the mavs game dont mean he still not a bitch lmao fuk them cowgirls lol bitch fuck you
228,3,0,3,0,0,  holy shit freddie highmore was in charlie and the chocolate factoryme rolls on the floor laughing
229,3,1,2,0,0, i dont want to have sex with my gf because i feel like im using her  anonymous whata faggot
230,3,0,3,0,0,  one of your followers with this 128525128553   somebody bitch if you dont
231,3,0,3,0,0,jenkins if ya bitch always bitching clearly she care or just an annoying bitch
232,3,0,3,0,0, these catfish hoes thinkin they slick but niggas catching on 128524
233,3,0,3,0,0, cant worry about a bitch that aint worried bout me real
234,3,0,3,0,0, side hoes are for insecure niggas that cant handle a real one
235,3,0,3,0,0,stokes 128514128514128514128514rt 4 lmao this bitch come scooting in the tent like she about to fuck some shit up 128557128557128557
236,3,0,3,0,0,stokes my cousin said he share hoes with his brothers he said sharing is caring and he love his brothers 128514
237,3,0,3,0,0,probz im hungry but ionn wanna spend my money on food128530broke hoe problems 128514128514128514128128
238,6,0,6,0,0, dese hoes be lyin to all of us nigga
239,3,0,3,0,0,  oh yeah fuck that bitch
240,3,0,1,2,0, eli manning just threw his nflleading 27th interception of the season lmao trash
241,3,0,1,2,0, usc senior rb anthony brown calls head coach steve sarkisian a racist and quits team 187  hes a bitch
242,3,0,3,0,0, guess what i also have zero time for your mansplaining adios stfu pussy
243,3,0,1,2,0, chilling 1280698482  sexy scally lad
244,3,0,3,0,0, i aint sharing no bitch if you mines you mines 128175
245,3,0,3,0,0, money only impress the simple broke bitches
246,3,0,2,1,0, pisces will never be anybodys bitch they dont let people control or change them rigghhht
247,3,0,1,2,0,jonez   tuku ho idk blah blah blah 128514128514128514
248,3,0,1,2,0,jonez   im not mad cuh hahaha suure tuku ho ita 128514128514
249,3,0,3,0,0, these hoes is crazy
250,3,0,3,0,0,babee you aint ever gonna be a slice bitch kevin hart 
251,3,0,3,0,0, oomf so fuckin fine tho 128553 dam  her dont be no bitch
252,3,1,2,0,0, i wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter she probly sends nudes for fags
253,3,0,3,0,0, newsatquestionsyeah bitch yeah bitch call me a maybeb steveoc laterd jesse pinkman
254,3,0,3,0,0, hickies in between her thighs right by her pussy gtgtgt its only right
255,3,0,3,0,0,luu would you still love me when im no longer young and beautiful no ugly monkey ass
256,3,1,2,0,0,   yall come through the frontbitch i aint coming
257,3,1,2,0,0,  faggot bitch 
258,3,0,3,0,0,realistsam  yea im on my ipad i dont work this friday lets ball this faggot up i work 25
259,3,0,1,2,0,  this scally lad would get it
260,3,2,1,0,1, gerryshalloweenparty  halloween was yesterday stupid nigger
261,3,0,2,1,0, chrus still supahot tho walks up to teacher with test drops test in that bitch fohead 
262,3,0,3,0,0, 8220 i love eating pussy lol i never get full lol8221 i can eat that shit forever lol and ever
263,3,0,3,0,0,gfg 8220 gfg 8220 no slushes 1285498221hoes nasty anyway fam1285648221them hoes taste like meds127815127815127868
264,3,0,2,1,0,gfg 8220 no slushes 1285498221hoes nasty anyway fam128564
265,3,1,2,0,0,gfg bobby bitchby  be getting me live as fuck hell yea i play that hoe before my workout
266,3,0,3,0,0, yo bitch is gucci mane rt   my bitch a stoner 128175128175 
267,3,0,3,0,0, i can ride your bitch with no handle bars
268,3,0,3,0,0, and if you aint a hoe get up out my traphoussseeeee
269,3,0,0,3,0, 15 sad tv character deaths were still bitter over   stark was the man
270,3,0,3,0,0,jack these harbor bitches are all party bus hoes lol all
271,3,0,3,0,0,  pussy love it
272,3,0,3,0,0, ultraviolence video its coming you little bitch mtvhottest lana del rey  bitchy promo
273,3,0,3,0,0, on my way to fuck your bitch lmfao kittycopter
274,3,0,0,3,0, a smuggler explains how he helped fighters along the jihadi highway 
275,3,0,3,0,0,  aww their avis look so cute together 128145  128128128128128128 do i gotta get ike avi on this bitch 
276,3,0,3,0,0, drc its simple dont be a hoedont worry about being exposed 128540 fight mewhy 
277,3,0,3,0,0, whys this bitch boosting herself her size isnt exactly the most healthy tho
278,3,0,3,0,0, 1nonlykeisha bet not be no bitches 128514128080128299128299128298 128514128514 kim bye
279,3,0,3,0,0,xpdotjdot damn near gotta protect my tweets stalkers being annoying you got that dope dick drive these bitches loco
280,3,0,3,0,0, im making marack my girlfriend   aye b you pullin hoes just like o taught you
281,3,1,2,0,0,angiee bruno fag boy you love me
282,3,0,3,0,0,von 8220drc i must be a bitch8221 you are 128514128514128514 sike naw this why we always beefing 128514
283,3,0,0,3,0, down 61 yankees look to rally in the bottom of the 9th rallycap
284,3,0,3,0,0, 8220 dont take advantage of a nice person8221 hoes everyjuan
285,3,1,2,0,0, happy birthday bitch nigga  thanks pal
286,3,0,3,0,0, sad knowing that most hoes wont fuck with you bc you aint got stacks wait till friday
287,3,0,3,0,0, a1 cinco shit harder fucc niggayee but you fucc wit rich homie cuz dats ya homeboy fucc nicca
288,3,0,3,0,0,  ewww i said that last sundayas in the last sunday i was there read it again nigs128563128563128563128563128563
289,4,1,3,0,0,badabing i only punch real niggas in the face cause a pussy nigga is gonna punch me right back strong mush or shake
290,3,0,3,0,0,beedontcare my pussy still fresh lt something stank girls say
291,4,0,4,0,0,geewillikers ass slapping is one the greatest things haha 128527 i slapped a girl on the ass  she got mad i aint get pussy for a week
292,3,0,3,0,0,tommycollins   yeah texans are so much better you fucking retard i see that youre mad about this
293,3,1,2,0,0,malibubarbie nd wtf is up with dark bitches with blonde please have several seats hoe looking like blackampmilds out here
294,4,0,4,0,0,sugga theres a lane some bitches need to stay in 128526 the left n get right the fuck outta our face 128557128129128536
295,3,0,3,0,0,sneakyb i hate when boys deny that they have bitches 128080128553 smh
296,3,1,2,0,0,taradise ya nigs out there still saying yall dont eat butt with a straight face
297,3,0,3,0,0,yourewelcome im a boss ass bitch that needs to sit in a corner
298,3,0,3,0,0,iwantfranny hes a hoe  i cant
299,3,0,3,0,0,prettyflvck0 me and paul thinkin bout gettin rentals for da weekend 128665128168128168oooh shit bitches betta stay out da streets
300,6,0,6,0,0,rapdreams bitches hold they nigga down when he get locked up but if a nigga go to college or the military its a different story 128564
301,3,1,2,0,0,simplycaitlin why do my friends hate me because you a ratchet hoe
302,3,1,2,0,0, no love for these fuck niggas hoes
303,3,0,3,0,0, hot meat  sexy as fuck scally lad i would love to meet him and his trainers
304,3,0,3,0,0, sniff  perved up scally lad fuck yeah
305,3,0,3,0,0,p13 these bitches love sosa
306,4,0,3,1,0, 8220thunduh i legit watched it for about 30 or 40 seconds 1285298221so did i wtf prob cause were retarded smh
307,3,0,3,0,0, what should i name my cat ideas mr pussy
308,3,0,2,1,0,  woof woof sexy thug boy scally
309,3,0,3,0,0, 1nonlykeisha u see the damn phone ringing 128547128530128542 when you married bitches makes demands you havent called me
310,3,0,3,0,0, tevin is my favorite sophomore i think hes so funny hes really not lmaoo hes a little hoe
311,3,0,3,0,0, 10 sex positions   this what u call fucking the soul outta bitch 128557
312,3,2,1,0,1,  is bored supposed to be cute you faggot sometimes
313,3,0,0,3,0,ceee one mans trash 128686 is another mans treasure 127942
314,3,0,3,0,0, i dont got no type bad bitches is the only thing i like iongotnotype
315,3,2,1,0,1, thunduh lassen cc  the coach wants me i feel it youll get more my nig no doubt
316,3,0,3,0,0, god teeth  gold chainwhite bitches  cocaine
317,3,1,2,0,0, its me hoe its me hoe128129 shhhhh
318,3,0,3,0,0, in dc we call them rollers in chiraq we call them thots all across america they have been known as a hoe
319,3,0,3,0,0,jenn99 im gonna miss that bitch of a bus driverno you wont dont lie
320,3,0,3,0,0, hate when bitches try and put you in the friendzone bitch im tryin to score put me in the endzone 128293128293128293 on my soul
321,3,0,1,2,0,uk ashley young has tried to deny that bird s landed in his mouth gt   hahaha
322,3,0,3,0,0,  yall both gimped up aint tht a bitch huh lol
323,3,0,1,2,0, south take me for a ride 128525128139  woof woof
324,3,1,2,0,0,eggleton oh my god i love victoria mitchell all my bitches love me
325,3,0,3,0,0, that long distance shit wack i knew the bitch was cheating uh oh
326,3,0,3,0,0, hes doing it right 128525128120128158  no bitches smh
327,3,0,3,0,0, they ban dat pussy for life amp he gotta pay 25 millon dollar fine
328,3,1,2,0,0, roses are red and violets are blue and niggers are black you know thats true 
329,3,0,0,3,0, sitting on my window sill window open bird tries to fly in smacked it protecttheanimals 
330,3,0,3,0,0, but a nigga gon be a nigga be a nigga you sound fuckin retarded
331,3,0,0,3,0, a video an entire media will likely mock  i am such a crybaby
332,3,0,3,0,0,imangie   im not even shy stfu kikis mom hi angelique angelique smiles dips cracker in soup
333,3,0,3,0,0,gold tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville smh 128514128514128514128514
334,3,0,3,0,0, karma is a bitch damn godprotectshisangels 128588sips tea
335,3,0,3,0,0, fuckin hot gym pussy  fuck yeah
336,3,0,0,3,0, jihadi patron hajjaj alajmi is arrested at kuwait airport 
337,3,0,2,1,0, you can call me fireman cause i turn the hoes on
338,3,0,3,0,0, i could never have a bby by a lil dick thts y i got a abortion by the last bitch oh my god
339,3,0,3,0,0, watch women try to argue with me like they have a dick and actually fucked some pussy before i hate when bitches do that
340,3,0,3,0,0, and smoke weed in public fuck cops man do what you wanna do they dont own you run if they come are you retarded
341,3,0,0,3,0, tweety bird tho 128514128514128514128514
342,3,0,3,0,0, my pussy sweet like watermelon thotermelon
343,3,0,1,2,0, when twitter rappers dm me their trash links 
344,3,0,3,0,0, loud bitches annoy me
345,4,0,4,0,0, eventually every bitch turns into that hoe  truuu
346,3,0,3,0,0,   i swear if oomf try talking to me tomorrow   pussy
347,3,0,3,0,0,jam you bitches be pretending to be tf crazy you aint never lied
348,4,0,3,1,0, thunduh k bye hoe um bye 
349,3,2,1,0,1, jackies a retard blondeproblems at least i can make a grilled cheese
350,3,1,2,0,0, ima keep on giving these pussy ass niggas ah reason to hate 
351,3,0,0,3,0, photo  he is in sole heaven
352,3,2,1,0,1, stacey dash won 128166  baddest bitch evaaaa
353,3,0,3,0,0, side bitch sunday 128514128514128514 128514128514128514
354,3,0,3,0,0,eazy26 facts what baldheaded bitch made this shit 128074128074128555128530 lmao 128553128514
355,3,0,3,0,0, fuck wit us and then we tweakin hoe shmurda
356,3,0,0,3,0, we actin like its the 7th day  128123spook
357,3,0,3,0,0, ill break that lil bitch neck and wont even feel sorry about it savage
358,3,0,3,0,0, this is so fucking hot scally sneakersex sockfetish sniff trainersex  love me some kinky scallies
